created_at,full_text,source,lang
Mon Nov 15 22:52:29 +0000 2021,RT @BlazeonEbay: Check out Women's Bra Vassarette Brand Size 36C Underwire.  #Vassarette #Bra https://t.co/Ode1a45wjq via @eBay,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:52:29 +0000 2021,Check out SK &amp; Company Top Shirt Sheer Floral Button Up Short Sleeves Womens Blouse 14 #SKCO https://t.co/rBbECIQDq7 via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:52:27 +0000 2021,RT @barntiques859: Check out TYNDALE MEN'S BROKEN-IN RELAXED FLAME RESISTANT JEANS F290T Men's 36 x 31  https://t.co/7tHQiPFQYF @eBay,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:52:26 +0000 2021,Check out 1954 Austin Healy Convertible 2 Orig Kodachrome Photo Slides Connecticut Plates  https://t.co/ezP0p7hC1J via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:52:23 +0000 2021,RT @ClaraBowArchive: Clara Bow colorized by @dreampinups via @ebay 🎨🖌️ https://t.co/kUSdhzm0aN,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:52:20 +0000 2021,RT @Naoki_Azuma_JP: Check out Soul Hunter HOUSHIN ENGI card Japanese BANDAI Rare F/S #BANDAI https://t.co/lXpfB6knKY @eBayより,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:52:19 +0000 2021,RT @barntiques859: Check out GLAMOROUS MOVIE STARS OF THE 1950’s PAPER DOLLS BY TOM TIERNEY DOVER PUBLISHING https://t.co/cVK0DZDL93 @eBay,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:52:16 +0000 2021,RT @ELIZABE20430987: Check out So Authentic American Heritage Girl Dakota Fashion Ankle Boots #AmericanHeritage #Boots https://t.co/QO7gC9S…,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:52:15 +0000 2021,Check out Disneyland Casey Jr Ride Fantasyland 1966 3 Original Kodachrome 35mm Slides   https://t.co/MapMbPvlBV via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:52:08 +0000 2021,"Check out Day 2, 12 Days Of Christmas Turtle Doves Vintage    https://t.co/l3lyYt53SN via @eBay","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:52:07 +0000 2021,Tweeted for OldBaloo: Recipes Made With Sisterly Love Ladysmith WI Cookbook (BR-3)  https://t.co/3zRmcgJmcu via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:52:04 +0000 2021,Check out Cross Choker Necklace Handmade Adjustable Silver Accessories Fashion Black #Handmade https://t.co/79ZCSyAQmX via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:52:00 +0000 2021,Look what I found on @eBay! https://t.co/tSwaq967VV via @eBay #mob #bigunit #mlb,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:51:59 +0000 2021,Check out Josephine Midi Dress Sleeveless Stretch Flared Flowy Low Waist Retro Large #Josephine https://t.co/1J32j3JYcU via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:51:56 +0000 2021,RT @bossfinds: Check out Nike Track Team Issued PAC12 Authentic Oregon State Jersey Beavers Men's XL EUC #Nike https://t.co/BfLYfnUwic via…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:51:54 +0000 2021,RT @BlazeonEbay: Check out WOMEN'S BRA University of Couture Size 36A Underwire. #UniversityofCouture #WomensBra https://t.co/18XXM61bUk vi…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:51:52 +0000 2021,Tweeted for OldBaloo: Winter Run Camo Button Down Shirt XL 100% Cotton Made in USA (CLT-28) #WinterRun https://t.co/Se0AjFEXuZ via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:51:49 +0000 2021,RT @JohnGermaine: Check out Sesame Street Artist Big Bird Figure Jim Henson Prod. with Paint Brush &amp; Palette  https://t.co/BkCm0iDJX0 via @…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:51:45 +0000 2021,Check out Charming Charlie Shirt Top Blouse Leopard Sheer Crossover Hi Lo Brown Black S #Basic https://t.co/t5OFST4woB via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:51:42 +0000 2021,RT @rusticrelics04: Check out WPW10312300 Amana Whirlpool Ice Bucket Assembly Auger Crusher ASD2522WRS01 #Amana https://t.co/x4AvmoJmq7 via…,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:51:39 +0000 2021,RT @RichmanPoorman8: Check out Salt Glaze Stoneware 0.5 Liter Beer Mug (Unmarked) #Unknown https://t.co/o9ZgeY2Y7z via @eBay,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:51:37 +0000 2021,Tweeted for OldBaloo: Just Add Ink Adult Tattoo Coloring Book Bendon   https://t.co/Y2zKQFiSFq via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:51:37 +0000 2021,RT @MelissSummers: Check out Michael Jordan Lot. 2-Cards: Little Sun and Super Streaks https://t.co/zFRWyu5ZAz @eBay,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:51:33 +0000 2021,RT @goldiepac2000: Check out Worthington Shirt Top Crossover Strappy V-Neck High Low Long Sleeves Brown Large #Basic https://t.co/ETnBbKCDn…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:51:33 +0000 2021,Check out IZ Byer Top Tiered Ruffle Stretch Sleeveless Scoop Neck Floral Small Shirt Women #IzByer https://t.co/nu6Pwk1rCV via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:51:32 +0000 2021,RT @gossamerfae: Check out #skull  Cross Necklace Pendant Jewelry Handmade NEW Fashion Women Silver Chain #Handmade https://t.co/N1LzEx9CMe…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:51:31 +0000 2021,"RT @collectables66: UK Threepence, 1918, KGV, Silver  see scans https://t.co/FOdsiKT8qe via @eBay","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:51:25 +0000 2021,Check out #skull  Cross Necklace Pendant Jewelry Handmade NEW Fashion Women Silver Chain #Handmade https://t.co/N1LzEx9CMe via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:51:21 +0000 2021,Check out Worthington Shirt Top Crossover Strappy V-Neck High Low Long Sleeves Brown Large #Basic https://t.co/ETnBbKCDnW via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:51:21 +0000 2021,"RT @CartersCollecta: #Vintage Middle Eastern inlaid brass wall plaque / tray 

Best #Offers Welcome
#FreeShipping UK 🆓📦

#CFS7489 12757 #WD…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:51:17 +0000 2021,Check out Michael Jordan Lot. 2-Cards: Little Sun and Super Streaks https://t.co/zFRWyu5ZAz @eBay,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:51:14 +0000 2021,"RT @ArkhamMisc: Check out Vintage Thanksgiving Gurley 2 Acorn Leaf Candle sticks 7"" Unused Fall Autumn #Gurleys https://t.co/JHk4wqEbJN via…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:51:11 +0000 2021,Check out Lane Bryant Sweater 18/20 Long Bell Sleeves Stretch Black Gray Striped Pullover #Casual https://t.co/2GymMyRQ49 via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:51:08 +0000 2021,Check out Salt Glaze Stoneware 0.5 Liter Beer Mug (Unmarked) #Unknown https://t.co/o9ZgeY2Y7z via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:51:05 +0000 2021,RT @colamusa209: Check out SPAWN #29 NEAR MINT  IMAGE COMICS 1995  BAGGED BOARDED  https://t.co/XHbGI6whgw via @eBay,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:51:05 +0000 2021,Check out ELVIS PRESLEY Wall Hanging Tapestry ATC Cotton Throw Blanket Red Jailhouse Rock https://t.co/kvBoKbEq0p @eBay,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:51:02 +0000 2021,Check out Pacific Pewter Brand Plate 8-1/2 Inches Across Luncheon or Dessert Plate Size  https://t.co/YaaCS4x5YZ via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:50:59 +0000 2021,Check out Style &amp; Co Tunic Top Medium Stretch 3/4 Roll Up Tab Sleeves Nylon Button Up #Styleco https://t.co/8CvG4pRg8L via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:50:49 +0000 2021,"A perfect gift for a vintage collector
https://t.co/YKUaLpzQq5 via @eBay 
#vintage #Collectibles @AWCanada","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:50:48 +0000 2021,RT @AntiquesEtc16: Check out Antique Opal Glass Oil Kerosene GWTW Vase Lamp Base Hibiscus Flower Ornate Base  https://t.co/MEfN3bXGXj via @…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:50:45 +0000 2021,Check out Richelieu Large White Button Style Spring Loaded Screw Back Clip On Earrings #Richelieu https://t.co/lIBTEgLFfG via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:50:43 +0000 2021,Check out Winnie the Pooh Thermos #Disney https://t.co/cVf7jMcwAV via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:50:41 +0000 2021,Look what I found on @eBay! https://t.co/GPEcOrVjuZ via @eBay @Hobby_Connect @HobbyConnector @AllSportsCards1 @ORSportsCards #BaseballCardsForSale #SportsCards #BaseballCards,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:50:39 +0000 2021,RT @stevkatanka1: Check out  THE COMPLETE WORKS OF WILLIAM SHAKESPEARE VOLIME VI PUBLISHED 1988 https://t.co/xaSr3slHCN @eBay,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:50:32 +0000 2021,RT @primitivebowls: Check out Galvanized ROOSTER TEAPOT Planter Primitive French Country Farmhouse Decor*New! #Country https://t.co/VWWUiZK…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:50:30 +0000 2021,Check out Sheffield folding lock back utility knife #Sheffield https://t.co/6wgi4cAfCD via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:50:29 +0000 2021,Check out Celtic Knot Silver Earrings Charm Drop Dangle Handmade Jewelry Hook NEW Women #Handmade https://t.co/O8CYRgFSPm via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:50:22 +0000 2021,Check out Sesame Street Artist Big Bird Figure Jim Henson Prod. with Paint Brush &amp; Palette  https://t.co/BkCm0iDJX0 via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:50:20 +0000 2021,RT @lisaeasleytx: Check out Adorable Vintage Miniature Porcelain Cat Kitten Figurine. Japan https://t.co/BRoRg8buCi @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:50:19 +0000 2021,"RT @ArkhamMisc: Check out Vintage Thanksgiving Gurley 2 Acorn Leaf Candle sticks 7"" Unused Fall Autumn #Gurleys https://t.co/JHk4wqEbJN via…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:50:17 +0000 2021,RT @antoesa3: Check out Vintage 4 Spinning Bears Baby Bouncer Car Seat Toy Attachment #Unbranded https://t.co/oNpiEgQ7Nj via @eBay,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:50:16 +0000 2021,Check out #Fontanini #Nativity figures #Depose #Italy 11 Pieces Christmas  #Fontanini #Christmas https://t.co/UZY7QS1J3H via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:50:16 +0000 2021,Check out MITCHELL &amp; NESS ABA MEMPHIS SOUNDS COLLIS JONES JERSEY SIZE 60 4XL #MitchellNess https://t.co/Z5pyP1HoC3 via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:50:16 +0000 2021,@bradwhipple @eBay Send a dm to @greycyberhelp to recover your account immediately. He did it in 30 minutes,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
Mon Nov 15 22:50:15 +0000 2021,RT @shopwith_amy: Check out Alfani Velvet Wide Leg Pants Black Purple Metallic Dipped Foil Ombre Size 1X NEW #Alfani https://t.co/X4Ou637ta…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:50:13 +0000 2021,"RT @DuoDiscoveries: Check out Mini Porcelain Plate Cardinal Bird Franklin Songbirds of the World 1981 
https://t.co/80h80vH7Hh
#Cardinal #S…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:50:11 +0000 2021,"RT @evoanddyna: Check out Vintage Paper Lighted Christmas Tree IOB Star Cut Design Works 11 3/8"" Glitter  https://t.co/8JRoG4p8EE via @eBay","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:50:08 +0000 2021,Check out All About Eve 2-Disc DVD Steelbook Bette Davis [Region 2] https://t.co/PLTwRTWwaI @eBay,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:50:07 +0000 2021,RT @stluvgreetings: Check out Santa Claus in Forest~with Victorian Children~Toys~1910 Christmas~Postcard-p287  https://t.co/JRZ4UrYKDu via…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:50:06 +0000 2021,Check out WOMEN'S BRA University of Couture Size 36A Underwire. #UniversityofCouture #WomensBra https://t.co/18XXM61bUk via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:50:06 +0000 2021,RT @SassTreasures: Check out Vintage Sony Walkman WM-AF23 AM/FM Radio &amp; Cassette Player Only Radio Works #Sony https://t.co/ownXLP7SbB via…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:50:01 +0000 2021,Check out Nike Track Team Issued PAC12 Authentic Oregon State Jersey Beavers Men's XL EUC #Nike https://t.co/BfLYfnUwic via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:50:01 +0000 2021,Check out NEEDS REPAIR Unknown Era Mixed Metals Bracelet Unsigned Brass Copper Silver #Unbranded https://t.co/TI0gjQiWuc via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:49:59 +0000 2021,Check out Masonic medallion light for car grill  https://t.co/7LNzv5q7rX via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:49:50 +0000 2021,RT @collectible2489: Check out Balinese Wood Mask Green Singh Barong Carving Indonesian Wall Art Hanging   #Barong #singh #Mask #Balinese #…,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:49:48 +0000 2021,"so @eBay permanently suspended my account, removed my ability to chat with someone by phone, and gave me this meaningless response with no explanation for what i did (i also never filed an appeal despite them “reviewing” one)

anyone have a better place to buy/sell stuff…? 😕 https://t.co/SrZpefjjNI","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:49:47 +0000 2021,Check out Green Bay Packers mug #GreenBayPackers https://t.co/yRaW6inolH via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:49:44 +0000 2021,RT @ForCollecting: Check out #Vintage #USSR #Russia #Soviet #crystal #glass #carved #ornament #plate #fruit #vase #candy #bowl #Crystal htt…,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:49:42 +0000 2021,Check out Gold Colored Metal Double Chains Necklace with Circlets of Seed Beads #Unmarked #Chain https://t.co/XKmrA8i2UC via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:49:31 +0000 2021,Check out Green Bay Packers glasses set of two #GreenBayPackers https://t.co/RjT3lYIuYQ via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:49:30 +0000 2021,Check out Postcard Pinup Risque Nude Stunning Girl Extremely Rare Photo Post Card 9581  https://t.co/B9LBEKGdg6 via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:49:19 +0000 2021,"Tweeted for OldBaloo: 1978 Garfield Valentine Card 3 1/2"" x 2 3/4"" (CT-1)  https://t.co/TJuU5jvYqv via @eBay","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:49:09 +0000 2021,Check out GLAMOROUS MOVIE STARS OF THE 1950’s PAPER DOLLS BY TOM TIERNEY DOVER PUBLISHING https://t.co/cVK0DZDL93 @eBay,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:49:07 +0000 2021,Check out Soul Hunter HOUSHIN ENGI card Japanese BANDAI Rare F/S #BANDAI https://t.co/lXpfB6knKY @eBayより,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:49:03 +0000 2021,RT @ForCollecting: Check out #vintage #Norway #Wall #plaque #tile #Courage #goose Boy Girl #Solveig white blue 1996 #White https://t.co/NY9…,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:48:56 +0000 2021,Check out TYNDALE MEN'S BROKEN-IN RELAXED FLAME RESISTANT JEANS F290T Men's 36 x 31  https://t.co/7tHQiPFQYF @eBay,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:48:53 +0000 2021,"Tweeted for OldBaloo: Vintage Etienne Aigner Made in Italy Initial ""F"" Key Ring (CT-1)  https://t.co/QwMSsXkuoh via @eBay","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:48:49 +0000 2021,"RT @RebelWACauseF: BUY 1, GET 1, 50% OFF! #layerednecklace https://t.co/M0hAJUpOdD via @ebay #christmasgift #xmasready #neckmess #rosegold…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:48:45 +0000 2021,Check out Women's Bra Vassarette Brand Size 36C Underwire.  #Vassarette #Bra https://t.co/Ode1a45wjq via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:48:42 +0000 2021,"RT @RebelWACauseF: BUY 1, GET 1, 50% OFF! #Fiveringsnecklace https://t.co/uRnRf8yPsO via @ebay #christmasgift #xmasready #neckmess #stainle…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:48:35 +0000 2021,Tweeted for OldBaloo: Large Print Great Big Crosswords Volume 95 (BK-3) #Kappa https://t.co/s9M1pkWwaH via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:48:27 +0000 2021,Check out Converse All Stars Shoes 12 Red #Converse #Sneaker https://t.co/6C73tUDERM via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:48:26 +0000 2021,RT @FSpreads: Check out Pompompurin Soap Dispenser 680ml Pump Bottle 3D Japanese Character Sanrio Rare #Sanrio https://t.co/8IJWhSIwo9 via…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:48:22 +0000 2021,Check out 1998 Upper Deck Fantastic Finishers Quantum 685/1500 Mats Sundin FREE SHIPPING  https://t.co/SI3hcs7bEP via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:48:21 +0000 2021,Check out The Holy Bible c 1840 Charles Courtier Eyre &amp; Spottiswoode Clasp King James  https://t.co/MIKWcYa1zJ via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:48:19 +0000 2021,RT @FSpreads: Check out Re: Life in a Different World from Zero Precious Figure Lamb Japanese Maid Ver.  #Taito https://t.co/vRWnF4KF7t via…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:48:18 +0000 2021,Check out Detroit Tigers Machined Signed Baseball from 1985 with Stand-Appears Mint Shape  https://t.co/u047iDlEC5 via @eBay https://t.co/JucGv4v12p,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:48:13 +0000 2021,RT @FSpreads: Check out S.H.Figuarts Kamen Rider OOO Greed Kazari Tamashii Web Limited Boxed Rare  #SHFiguarts https://t.co/MrMEfE81w9 via…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:48:08 +0000 2021,RT @FSpreads: Check out Fate Grand Order Caster Nitocris Super Premium Japan Sega Figure New 28cm  #SEGA https://t.co/pBxn9m4zLC via @eBay…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:48:02 +0000 2021,RT @FSpreads: Check out Kamen Rider Saber Brave Dragon Oversized Figure 29cm with Box Bandai Limited #Bandai https://t.co/zSSe5syhWy via @e…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
Mon Nov 15 22:48:00 +0000 2021,"RT @rusticrelics04: Check out Vintage H.D. Smith &amp; Co. ""Perfect Handle"" Tire Spoon - Plantsville, Conn. #HDSmith https://t.co/l1DLISTaq2 vi…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:47:49 +0000 2021,Check out Pierced Earrings of All Gold Colored Metal Double Conjoined Hoops Long Dangle #Unbranded https://t.co/yejOCi10W0 via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:47:49 +0000 2021,RT @sjvandy: Check out 2002 Donruss Gridiron Kings Joe Montana Auto /250 #SanFrancisco49ers https://t.co/4TDBy3i9zP via @eBay,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
Mon Nov 15 22:47:37 +0000 2021,RT @ForCollecting: Check out #Vintage #USSR #Russia #Soviet #crystal #glass #carved #ornament #plate #fruit #vase #candy #bowl #Crystal htt…,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:47:31 +0000 2021,RT @sjvandy: Check out 1999 SP Authentic Jerome Bettis Auto  Steelers #PittsburghSteelers https://t.co/MU62bQE8mb via @eBay,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
Mon Nov 15 22:47:24 +0000 2021,Check out New Vintage Dreamsicles Christmas Tree Ornaments Lot of 2 #Cavanagh #Christmas https://t.co/HQeIc1GIm3 via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:47:20 +0000 2021,Check out Clip Ons of Gold Colored Rectangular Metal and Imitation Pearl Ovals 1-3/16 Inch #Huggie https://t.co/wctIN482os via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:47:20 +0000 2021,Check out Lynyrd Skynyrd 1977 Original RONNIE VAN ZANT STREET SURVIVORS LP SEALED Vinyl   https://t.co/TxIIZiiRZ9 via @eBay  #lynyrdskynyrd,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
Mon Nov 15 22:47:17 +0000 2021,RT @sjvandy: Check out 1997 Topps Junior Seau Auto  Chargers #SanDiegoChargers https://t.co/BLl977tF2o via @eBay,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
Mon Nov 15 22:47:13 +0000 2021,RT @sjvandy: Check out 2014 Upper Deck Conference Greats Peyton Manning Auto  SSP #TennesseeVolunteers https://t.co/NIQFNUAeKP via @eBay,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
Mon Nov 15 22:47:07 +0000 2021,LOOKING UP original aquatint etching #Expressionism https://t.co/sTR8pgZMD0 via @eBay,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
Mon Nov 15 22:47:06 +0000 2021,RT @rusticrelics04: * AUCTION ENDS TONIGHT * Ford New Holland Through The Years Industrial Tractor Poster Brochure #Ford https://t.co/J3QBm…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
Mon Nov 15 22:47:02 +0000 2021,Check out AMT Ertl Model Kits Catalog 1991 Corvettes Muscle Cars Indy Classics Star Trek  https://t.co/YVPeFAdbI1 via @eBay,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
